2019-05-08,00:00:04,2,0.03,182.853,8.1626,1
2019-05-08,00:00:06,4,0.07,182.906,6.83208,1
2019-05-08,00:00:08,6,0.10,188.936,6.24545,1
2019-05-08,00:00:10,8,0.13,178.101,5.89456,1
2019-05-08,00:00:12,10,0.17,173.189,5.68474,1
2019-05-08,00:00:14,12,0.20,174.632,5.43051,1
2019-05-08,00:00:16,14,0.23,184.025,5.78708,1
2019-05-08,00:00:18,16,0.27,186.813,9.60371,1
2019-05-08,00:00:20,18,0.30,168.477,9.59876,1
2019-05-08,00:00:22,20,0.33,142.968,9.81299,1
2019-05-08,00:00:24,22,0.37,132.516,10.0034,1
2019-05-08,00:00:26,24,0.40,115.389,10.8769,1
2019-05-08,00:00:28,26,0.43,100.028,12.0069,1
2019-05-08,00:00:30,28,0.47,102.557,12.6085,1
2019-05-08,00:00:32,30,0.50,116.124,13.1323,1
2019-05-08,00:00:34,32,0.53,141.579,13.5308,1
2019-05-08,00:00:36,34,0.57,176.442,13.579,1
2019-05-08,00:00:38,36,0.60,228.695,10.6428,1
2019-05-08,00:00:40,38,0.63,307.417,10.703,1
2019-05-08,00:00:42,40,0.67,399.188,10.8207,1
2019-05-08,00:00:44,42,0.70,492.656,10.821,1
2019-05-08,00:00:46,44,0.73,598.3,10.9428,1
2019-05-08,00:00:48,46,0.77,706.248,11.043,1
2019-05-08,00:00:50,48,0.80,801.975,11.0998,1
2019-05-08,00:00:52,50,0.83,893.133,11.0842,1
2019-05-08,00:00:54,52,0.87,972.835,11.0893,1
2019-05-08,00:00:56,54,0.90,1046.38,11.1181,1
2019-05-08,00:00:58,56,0.93,1109.78,11.0429,1
2019-05-08,00:01:00,58,0.97,1177.66,11.1275,1
2019-05-08,00:01:02,60,1.00,1235.14,11.0908,1
2019-05-08,00:01:04,62,1.03,1292.98,11.1,1
2019-05-08,00:01:06,64,1.07,1340.88,11.0592,1
2019-05-08,00:01:08,66,1.10,1386.08,11.0487,1
2019-05-08,00:01:10,68,1.13,1443.41,11.0497,1
2019-05-08,00:01:12,70,1.17,1493.46,11.0519,1
2019-05-08,00:01:14,72,1.20,1552.18,11.0547,1
2019-05-08,00:01:16,74,1.23,1598.07,11.0236,1
2019-05-08,00:01:18,76,1.27,1645.14,11.0572,1
2019-05-08,00:01:20,78,1.30,1676.76,10.9846,1
2019-05-08,00:01:22,80,1.33,1711.64,11.0225,1
2019-05-08,00:01:24,82,1.37,1749.53,11.0557,1
2019-05-08,00:01:26,84,1.40,1782.62,11.0652,1
2019-05-08,00:01:28,86,1.43,1823.79,11.0681,1
2019-05-08,00:01:30,88,1.47,1857.41,11.0404,1
2019-05-08,00:01:32,90,1.50,1902.41,11.0278,1
2019-05-08,00:01:34,92,1.53,1921.86,10.9935,1
2019-05-08,00:01:36,94,1.57,1960.68,10.9647,1
2019-05-08,00:01:38,96,1.60,2000.51,10.9215,1
2019-05-08,00:01:40,98,1.63,2039.23,10.8712,1
2019-05-08,00:01:42,100,1.67,2072.39,10.7679,1
2019-05-08,00:01:44,102,1.70,2088.1,10.655,1
2019-05-08,00:01:46,104,1.73,2103.92,10.6138,1
2019-05-08,00:01:48,106,1.77,2114.06,10.5103,1
2019-05-08,00:01:50,108,1.80,2125.86,10.453,1
2019-05-08,00:01:52,110,1.83,2121.46,10.4,1
2019-05-08,00:01:54,112,1.87,2120.77,10.3691,1
2019-05-08,00:01:56,114,1.90,2105.22,10.3102,1
2019-05-08,00:01:58,116,1.93,2077.02,10.2799,1
2019-05-08,00:02:00,118,1.97,2053.91,10.2629,1
2019-05-08,00:02:03,120,2.00,2023.95,10.2297,1
2019-05-08,00:02:05,122,2.03,2000.26,10.2373,1
2019-05-08,00:02:07,124,2.07,1973.01,10.1445,1
2019-05-08,00:02:09,126,2.10,1935.79,10.1152,1
2019-05-08,00:02:11,128,2.13,1877.29,10.0649,1
2019-05-08,00:02:13,130,2.17,1829.93,10.0371,1
2019-05-08,00:02:15,132,2.20,1779.29,9.99471,1
2019-05-08,00:02:17,134,2.23,1718.63,9.96966,1
2019-05-08,00:02:19,136,2.27,1654.71,9.89049,1
2019-05-08,00:02:21,138,2.30,1588.8,9.8477,1
